ticker,month,source_date,evidence
sgx,2021-07,2021-08-11,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-July-2021」）的 HTTP Last-Modified ""Wed, 11 Aug 2021 00:59:27 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2021-08,2021-09-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-August-2021」）的 HTTP Last-Modified ""Fri, 10 Sep 2021 04:25:53 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2021-09,2021-10-11,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-September-2021」）的 HTTP Last-Modified ""Mon, 11 Oct 2021 10:51:26 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2021-10,2021-11-11,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-October-2021」）的 HTTP Last-Modified ""Thu, 11 Nov 2021 01:30:37 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2021-11,2021-12-10,"PDF 直链（官方文件名「SGX-Monthly-Market Statistics-Report-November-2021」）的 HTTP Last-Modified ""Fri, 10 Dec 2021 08:47:32 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2021-12,2022-01-13,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-December-2021」）的 HTTP Last-Modified ""Thu, 13 Jan 2022 01:04:27 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-01,2022-02-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-January-2022」）的 HTTP Last-Modified ""Thu, 10 Feb 2022 23:57:03 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-02,2022-03-09,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-February-2022」）的 HTTP Last-Modified ""Wed, 09 Mar 2022 08:18:58 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-03,2022-04-12,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-March-2022」）的 HTTP Last-Modified ""Tue, 12 Apr 2022 08:46:03 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-04,2022-05-11,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-April-2022」）的 HTTP Last-Modified ""Wed, 11 May 2022 07:56:16 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-05,2022-06-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-May-2022」）的 HTTP Last-Modified ""Fri, 10 Jun 2022 00:20:24 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-06,2022-07-08,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-June-2022」）的 HTTP Last-Modified ""Fri, 08 Jul 2022 05:39:08 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-07,2022-08-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-July-2022」）的 HTTP Last-Modified ""Wed, 10 Aug 2022 01:44:36 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-08,2022-09-09,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-August-2022」）的 HTTP Last-Modified ""Fri, 09 Sep 2022 04:34:28 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-09,2022-10-12,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-September-2022」）的 HTTP Last-Modified ""Wed, 12 Oct 2022 07:17:12 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-10,2022-11-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-October-2022」）的 HTTP Last-Modified ""Thu, 10 Nov 2022 02:51:16 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-11,2022-12-14,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-November-2022」）的 HTTP Last-Modified ""Wed, 14 Dec 2022 06:11:00 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2022-12,2023-02-23,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-December-2022」）的 HTTP Last-Modified ""Thu, 23 Feb 2023 07:41:59 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-01,2023-02-23,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-January-2023」）的 HTTP Last-Modified ""Thu, 23 Feb 2023 07:45:05 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-02,2023-03-13,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-February-2023」）的 HTTP Last-Modified ""Mon, 13 Mar 2023 01:40:14 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-03,2023-04-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-March-2023」）的 HTTP Last-Modified ""Mon, 10 Apr 2023 09:10:50 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-04,2023-05-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-April-2023」）的 HTTP Last-Modified ""Wed, 10 May 2023 07:11:59 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-05,2023-06-09,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-May-2023」）的 HTTP Last-Modified ""Fri, 09 Jun 2023 10:55:11 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-06,2023-07-13,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-June-2023」）的 HTTP Last-Modified ""Thu, 13 Jul 2023 03:17:26 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-07,2023-08-16,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-July-2023」）的 HTTP Last-Modified ""Wed, 16 Aug 2023 03:52:38 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-08,2023-09-13,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-August-2023」）的 HTTP Last-Modified ""Wed, 13 Sep 2023 10:11:04 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-09,2023-10-13,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-September-2023」）的 HTTP Last-Modified ""Fri, 13 Oct 2023 02:06:20 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-10,2023-11-09,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-October-2023」）的 HTTP Last-Modified ""Thu, 09 Nov 2023 07:21:49 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-11,2023-12-11,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-November-2023」）的 HTTP Last-Modified ""Mon, 11 Dec 2023 07:58:22 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2023-12,2024-01-11,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-December-2023」）的 HTTP Last-Modified ""Thu, 11 Jan 2024 08:46:04 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-01,2024-02-08,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-January-2024」）的 HTTP Last-Modified ""Thu, 08 Feb 2024 09:36:16 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-02,2024-03-11,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-February-2024」）的 HTTP Last-Modified ""Mon, 11 Mar 2024 03:05:20 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-03,2024-04-12,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-March-2024」）的 HTTP Last-Modified ""Fri, 12 Apr 2024 04:01:16 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-04,2024-05-07,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-April-2024」）的 HTTP Last-Modified ""Tue, 07 May 2024 10:24:59 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-05,2024-06-06,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-May-2024」）的 HTTP Last-Modified ""Thu, 06 Jun 2024 06:42:01 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-06,2024-07-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-June-2024」）的 HTTP Last-Modified ""Wed, 10 Jul 2024 04:39:39 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-07,2024-08-07,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-July-2024」）的 HTTP Last-Modified ""Wed, 07 Aug 2024 07:33:16 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-08,2024-09-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-August-2024」）的 HTTP Last-Modified ""Tue, 10 Sep 2024 07:22:45 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-09,2024-10-09,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-September-2024」）的 HTTP Last-Modified ""Wed, 09 Oct 2024 03:31:14 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-10,2024-11-07,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-October-2024」）的 HTTP Last-Modified ""Thu, 07 Nov 2024 06:04:05 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-11,2024-12-06,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-November-2024」）的 HTTP Last-Modified ""Fri, 06 Dec 2024 10:55:04 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2024-12,2025-01-08,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-December-2024」）的 HTTP Last-Modified ""Wed, 08 Jan 2025 08:33:35 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-01,2025-02-10,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-January-2025」）的 HTTP Last-Modified ""Mon, 10 Feb 2025 06:55:12 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-02,2025-03-07,"PDF 直链（官方文件名「SGX-Monthly-Market-Statistics-Report-February-2025」）的 HTTP Last-Modified ""Fri, 07 Mar 2025 09:19:13 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-03,2025-04-07,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of March 2025」）的 HTTP Last-Modified ""Mon, 07 Apr 2025 17:22:11 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-04,2025-05-13,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of April 2025」）的 HTTP Last-Modified ""Tue, 13 May 2025 03:58:25 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-05,2025-06-06,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of May 2025」）的 HTTP Last-Modified ""Fri, 06 Jun 2025 09:45:59 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-06,2025-07-09,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of June 2025」）的 HTTP Last-Modified ""Wed, 09 Jul 2025 06:07:03 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-07,2025-08-08,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of July 2025」）的 HTTP Last-Modified ""Fri, 08 Aug 2025 03:34:21 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-08,2025-09-09,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of August 2025」）的 HTTP Last-Modified ""Tue, 09 Sep 2025 06:58:18 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-09,2025-10-08,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of September 2025」）的 HTTP Last-Modified ""Wed, 08 Oct 2025 03:16:47 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-10,2025-11-11,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of October 2025」）的 HTTP Last-Modified ""Tue, 11 Nov 2025 09:17:59 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-11,2025-12-10,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of November 2025」）的 HTTP Last-Modified ""Wed, 10 Dec 2025 07:54:35 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2025-12,2026-01-09,"PDF 直链（官方文件名「SGX Monthly Statistics For The Month Of December 2025」）的 HTTP Last-Modified ""Fri, 09 Jan 2026 03:51:57 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2026-01,2026-02-09,"PDF 直链（官方文件名「SGX Monthly Statistics Report Update For January 2026」）的 HTTP Last-Modified ""Mon, 09 Feb 2026 08:53:06 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2026-02,2026-03-09,"PDF 直链（官方文件名「SGX Monthly Statistics Report Update For February 2026」）的 HTTP Last-Modified ""Mon, 09 Mar 2026 10:28:51 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2026-03,2026-04-09,"PDF 直链（官方文件名「SGX Monthly Statistics Report Update For March 2026」）的 HTTP Last-Modified ""Thu, 09 Apr 2026 08:11:04 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2026-04,2026-05-12,"PDF 直链（官方文件名「SGX Monthly Statistics Report Update For April 2026」）的 HTTP Last-Modified ""Tue, 12 May 2026 07:14:16 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2026-05,2026-06-09,"PDF 直链（官方文件名「SGX Monthly Statistics Report Update For May 2026」）的 HTTP Last-Modified ""Tue, 09 Jun 2026 11:06:13 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2026-06,2026-07-10,"PDF 直链（官方文件名「SGX Monthly Statistics Report Update For June 2026」）的 HTTP Last-Modified ""Fri, 10 Jul 2026 09:49:24 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
sgx,2026-07,2026-08-11,"PDF 直链（官方文件名「SGX Monthly Statistics Report Update For July 2026」）的 HTTP Last-Modified ""Tue, 11 Aug 2026 08:30:40 GMT""，取 GMT 日历日；语义是网站上线日（= 数据第一次可得），同一份报告挂上 SGXNet 通常再晚 1-3 天"
spgi,2026-06,2026-07-15,S&P Global Ratings!A22 'Published on 7/15/2026'; S&P Dow Jones Indices!A22 'Published on 7/15/2026'（源文件 S-P-Global-Monthly-Metrics-as-of-June-2026-Published-7-15-2026.xlsx）
tmx,2021-08,2021-09-08,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - August 2021」的 PressReleaseDate 字段
tmx,2021-09,2021-10-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - September 2021」的 PressReleaseDate 字段
tmx,2021-10,2021-11-03,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - October 2021」的 PressReleaseDate 字段
tmx,2021-11,2021-12-03,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - November 2021」的 PressReleaseDate 字段
tmx,2021-12,2022-01-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - December 2021」的 PressReleaseDate 字段
tmx,2022-01,2022-02-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - January 2022」的 PressReleaseDate 字段
tmx,2022-02,2022-03-03,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - February 2022」的 PressReleaseDate 字段
tmx,2022-03,2022-04-05,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - March 2022」的 PressReleaseDate 字段
tmx,2022-04,2022-05-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - April 2022」的 PressReleaseDate 字段
tmx,2022-05,2022-06-03,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - May 2022」的 PressReleaseDate 字段
tmx,2022-06,2022-07-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - June 2022」的 PressReleaseDate 字段
tmx,2022-07,2022-08-05,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - July 2022」的 PressReleaseDate 字段
tmx,2022-08,2022-09-08,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - August 2022」的 PressReleaseDate 字段
tmx,2022-09,2022-10-05,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - September 2022 (Revised)」的 PressReleaseDate 字段
tmx,2022-10,2022-11-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - October 2022」的 PressReleaseDate 字段
tmx,2022-11,2022-12-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - November 2022」的 PressReleaseDate 字段
tmx,2022-12,2023-01-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - December 2022」的 PressReleaseDate 字段
tmx,2023-01,2023-02-03,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - January 2023」的 PressReleaseDate 字段
tmx,2023-02,2023-03-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - February 2023」的 PressReleaseDate 字段
tmx,2023-03,2023-04-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - March 2023」的 PressReleaseDate 字段
tmx,2023-04,2023-05-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - April 2023」的 PressReleaseDate 字段
tmx,2023-05,2023-06-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - May 2023」的 PressReleaseDate 字段
tmx,2023-06,2023-07-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - June 2023」的 PressReleaseDate 字段
tmx,2023-07,2023-08-03,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - July 2023」的 PressReleaseDate 字段
tmx,2023-08,2023-09-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - August 2023」的 PressReleaseDate 字段
tmx,2023-09,2023-10-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - September 2023」的 PressReleaseDate 字段
tmx,2023-10,2023-11-03,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - October 2023」的 PressReleaseDate 字段
tmx,2023-11,2023-12-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - November 2023」的 PressReleaseDate 字段
tmx,2023-12,2024-01-05,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - December 2023」的 PressReleaseDate 字段
tmx,2024-01,2024-02-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - January 2024」的 PressReleaseDate 字段
tmx,2024-02,2024-03-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - February 2024」的 PressReleaseDate 字段
tmx,2024-03,2024-04-03,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - March 2024」的 PressReleaseDate 字段
tmx,2024-04,2024-05-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - April 2024」的 PressReleaseDate 字段
tmx,2024-05,2024-06-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - May 2024」的 PressReleaseDate 字段
tmx,2024-06,2024-07-05,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - June 2024」的 PressReleaseDate 字段
tmx,2024-07,2024-08-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - July 2024」的 PressReleaseDate 字段
tmx,2024-08,2024-09-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - August 2024」的 PressReleaseDate 字段
tmx,2024-09,2024-10-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - September 2024」的 PressReleaseDate 字段
tmx,2024-10,2024-11-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - October 2024」的 PressReleaseDate 字段
tmx,2024-11,2024-12-05,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - November 2024」的 PressReleaseDate 字段
tmx,2024-12,2025-01-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - December 2024」的 PressReleaseDate 字段
tmx,2025-01,2025-02-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - January 2025」的 PressReleaseDate 字段
tmx,2025-02,2025-03-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - February 2025」的 PressReleaseDate 字段
tmx,2025-03,2025-04-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - March 2025」的 PressReleaseDate 字段
tmx,2025-04,2025-05-14,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - April 2025」的 PressReleaseDate 字段
tmx,2025-05,2025-06-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - May 2025」的 PressReleaseDate 字段
tmx,2025-06,2025-07-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - June 2025」的 PressReleaseDate 字段
tmx,2025-07,2025-08-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - July 2025」的 PressReleaseDate 字段
tmx,2025-08,2025-09-05,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - August 2025」的 PressReleaseDate 字段
tmx,2025-09,2025-10-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - September 2025」的 PressReleaseDate 字段
tmx,2025-10,2025-11-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - October 2025」的 PressReleaseDate 字段
tmx,2025-11,2025-12-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - November 2025」的 PressReleaseDate 字段
tmx,2025-12,2026-01-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - December 2025」的 PressReleaseDate 字段
tmx,2026-01,2026-02-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - January 2026」的 PressReleaseDate 字段
tmx,2026-02,2026-03-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - February 2026」的 PressReleaseDate 字段
tmx,2026-03,2026-04-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - March 2026」的 PressReleaseDate 字段
tmx,2026-04,2026-05-06,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - April 2026」的 PressReleaseDate 字段
tmx,2026-05,2026-06-04,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - May 2026」的 PressReleaseDate 字段
tmx,2026-06,2026-07-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - June 2026」的 PressReleaseDate 字段
tmx,2026-07,2026-08-07,TMX IR 新闻稿 feed 条目「TMX Group Consolidated Trading Statistics - July 2026」的 PressReleaseDate 字段
tsm,2026-06,2026-07-13,"新闻稿「TSMC June 2026 Revenue Report」(https://pr.tsmc.com/english/news/3323) 正文电头 ""HSINCHU, Taiwan, R.O.C. – July 13, 2026""；同页 Issued on 2026-07-13；稿内 NT$442.68bn 与 xlsx 一致"
tsm,2026-07,2026-08-10,"新闻稿「TSMC July 2026 Revenue Report」(https://pr.tsmc.com/english/news/3329) 正文电头 ""HSINCHU, Taiwan, R.O.C. – August 10, 2026""；同页 Issued on 2026-08-10；稿内 NT$467.58bn 与 xlsx 一致"
